;";show_date;Artist;Title;Album;Year"
2090;"2090;0_UNK_0;Beastie Boys;Tough Guy;Ill Communication;1994"
2091;"2091;0_UNK_0;Beastie Boys;B-Boys Makin` With The Freak Freak;Ill Communication;1994"
2092;"2092;0_UNK_0;Beastie Boys;Bobo On The Corner;Ill Communication;1994"
2093;"2093;0_UNK_0;Beastie Boys;Root Down;Ill Communication;1994"
2094;"2094;0_UNK_0;Beastie Boys;Sabotage;Ill Communication;1994"
2095;"2095;0_UNK_0;Beastie Boys;Get It Together;Ill Communication;1994"
2096;"2096;0_UNK_0;Beastie Boys;Sabrosa;Ill Communication;1994"
2097;"2097;0_UNK_0;Beastie Boys;The Update;Ill Communication;1994"
2098;"2098;0_UNK_0;Beastie Boys;Futterman`s Rule;Ill Communication;1994"
2099;"2099;0_UNK_0;Beastie Boys;Alright Hear This;Ill Communication;1994"
2100;"2100;0_UNK_0;Beastie Boys;Eugenes`s Lament;Ill Communication;1994"
2101;"2101;0_UNK_0;Beastie Boys;Flute Loop;Ill Communication;1994"
2102;"2102;0_UNK_0;Beastie Boys;Do It;Ill Communication;1994"
2103;"2103;0_UNK_0;Beastie Boys;Ricki`s Theme;Ill Communication;1994"
2104;"2104;0_UNK_0;Beastie Boys;Heart Attack Man;Ill Communication;1994"
2105;"2105;0_UNK_0;Beastie Boys;The Scoop;Ill Communication;1994"
2106;"2106;0_UNK_0;Beastie Boys;Shambala;Ill Communication;1994"
2107;"2107;0_UNK_0;Beastie Boys;Bodhisattva Vow;Ill Communication;1994"
2108;"2108;0_UNK_0;Beastie Boys;Transitions;Ill Communication;1994"
2109;"2109;0_UNK_0;Beastie Boys;Rhymin & Stealin;Licensed to Ill;1985"
2110;"2110;0_UNK_0;Beastie Boys;The New Style;Licensed to Ill;1985"
2111;"2111;0_UNK_0;Beastie Boys;She's Crafty;Licensed to Ill;1985"
2112;"2112;0_UNK_0;Beastie Boys;Posse In Effect;Licensed to Ill;1985"
2113;"2113;0_UNK_0;Beastie Boys;Slow Ride;Licensed to Ill;1985"
2114;"2114;0_UNK_0;Beastie Boys;Girls;Licensed to Ill;1985"
2115;"2115;0_UNK_0;Beastie Boys;Fight For Your Right;Licensed to Ill;1985"
2116;"2116;0_UNK_0;Beastie Boys;No Sleep Till Brooklyn;Licensed to Ill;1985"
2117;"2117;0_UNK_0;Beastie Boys;Paul Revere;Licensed to Ill;1985"
2118;"2118;0_UNK_0;Beastie Boys;Hold It Now. Hit It;Licensed to Ill;1985"
2119;"2119;0_UNK_0;Beastie Boys;Brass Monkey;Licensed to Ill;1985"
2120;"2120;0_UNK_0;Beastie Boys;Slow And Low;Licensed to Ill;1985"
2121;"2121;0_UNK_0;Beastie Boys;Time To Get Ill;Licensed to Ill;1985"
2122;"2122;0_UNK_0;The Beastie Boys;Netty's Girl;MOM: Music For Our Mother Ocean;1996"
2123;"2123;0_UNK_0;Beastie Boys;New Style (Live);No Alternative;1993"
2124;"2124;0_UNK_0;Beastie Boys;To All The Girls;Paul's Boutique;1989"
2125;"2125;0_UNK_0;Beastie Boys;Shake Your Rump;Paul's Boutique;1989"
2126;"2126;0_UNK_0;Beastie Boys;Johnny Ryall;Paul's Boutique;1989"
2127;"2127;0_UNK_0;Beastie Boys;Egg Man;Paul's Boutique;1989"
2128;"2128;0_UNK_0;Beastie Boys;High Plains Drifter;Paul's Boutique;1989"
2129;"2129;0_UNK_0;Beastie Boys;The Sound Of Science;Paul's Boutique;1989"
2130;"2130;0_UNK_0;Beastie Boys;3-Minute Rule;Paul's Boutique;1989"
2131;"2131;0_UNK_0;Beastie Boys;Hey Ladies;Paul's Boutique;1989"
2132;"2132;0_UNK_0;Beastie Boys;5-Piece Chicken Dinner;Paul's Boutique;1989"
2133;"2133;0_UNK_0;Beastie Boys;Looking Down The Barrel Of A Gun;Paul's Boutique;1989"
2134;"2134;0_UNK_0;Beastie Boys;Car Thief;Paul's Boutique;1989"
2135;"2135;0_UNK_0;Beastie Boys;What Comes Around;Paul's Boutique;1989"
2136;"2136;0_UNK_0;Beastie Boys;Shadrach;Paul's Boutique;1989"
2137;"2137;0_UNK_0;Beastie Boys;Ask For Janice;Paul's Boutique;1989"
2138;"2138;0_UNK_0;Beastie Boys;B-Boy Bouillabaisse;Paul's Boutique;1989"
2139;"2139;0_UNK_0;Beastie Boys;Beastie Boys;Polly Wog Stew EP;1982"
2140;"2140;0_UNK_0;Beastie Boys;Jimi;Polly Wog Stew EP;1982"
2141;"2141;0_UNK_0;Beastie Boys;Holy Snappers;Polly Wog Stew EP;1982"
2142;"2142;0_UNK_0;Beastie Boys;Riot Fight;Polly Wog Stew EP;1982"
2143;"2143;0_UNK_0;Beastie Boys;Ode To...;Polly Wog Stew EP;1982"
2144;"2144;0_UNK_0;Beastie Boys;Michelle's Farm;Polly Wog Stew EP;1982"
2145;"2145;0_UNK_0;Beastie Boys;Egg Raid On Mojo;Polly Wog Stew EP;1982"
2146;"2146;0_UNK_0;Beastie Boys;Transit Cop;Polly Wog Stew EP;1982"
2147;"2147;0_UNK_0;Beastie Boys;Beastie Boys;Some Old Bullshit;1994"
2148;"2148;0_UNK_0;Beastie Boys;Jimi;Some Old Bullshit;1994"
2149;"2149;0_UNK_0;Beastie Boys;Holy Snappers;Some Old Bullshit;1994"
2150;"2150;0_UNK_0;Beastie Boys;Riot Fight;Some Old Bullshit;1994"
2151;"2151;0_UNK_0;Beastie Boys;Ode To...;Some Old Bullshit;1994"
2152;"2152;0_UNK_0;Beastie Boys;Michelle's Farm;Some Old Bullshit;1994"
2153;"2153;0_UNK_0;Beastie Boys;Egg Raid On Mojo;Some Old Bullshit;1994"
2154;"2154;0_UNK_0;Beastie Boys;Transit Cop;Some Old Bullshit;1994"
2155;"2155;0_UNK_0;Beastie Boys;Cooky Puss;Some Old Bullshit;1994"
2156;"2156;0_UNK_0;Beastie Boys;Bonus Batter;Some Old Bullshit;1994"
2157;"2157;0_UNK_0;Beastie Boys;Beastie Revolution;Some Old Bullshit;1994"
2158;"2158;0_UNK_0;Beastie Boys;Ch-Check it Out;To the 5 Boroughs;2004"
2159;"2159;0_UNK_0;Beastie Boys;Right Right Now Now;To the 5 Boroughs;2004"
2160;"2160;0_UNK_0;Beastie Boys;3 The Hard Way;To the 5 Boroughs;2004"
2161;"2161;0_UNK_0;Beastie Boys;It Takes Time to Build;To the 5 Boroughs;2004"
2162;"2162;0_UNK_0;Beastie Boys;Rhyme the Rhyme Well;To the 5 Boroughs;2004"
2163;"2163;0_UNK_0;Beastie Boys;Triple Trouble;To the 5 Boroughs;2004"
2164;"2164;0_UNK_0;Beastie Boys;Hey Fuck You;To the 5 Boroughs;2004"
2165;"2165;0_UNK_0;Beastie Boys;Oh Word?;To the 5 Boroughs;2004"
2166;"2166;0_UNK_0;Beastie Boys;That's it That's All;To the 5 Boroughs;2004"
2167;"2167;0_UNK_0;Beastie Boys;All Lifestyles;To the 5 Boroughs;2004"
2168;"2168;0_UNK_0;Beastie Boys;Shazam!;To the 5 Boroughs;2004"
2169;"2169;0_UNK_0;Beastie Boys;An Open Letter to NYC;To the 5 Boroughs;2004"
2170;"2170;0_UNK_0;Beastie Boys;Crawlspace;To the 5 Boroughs;2004"
2171;"2171;0_UNK_0;Beastie Boys;The Brouhaha;To the 5 Boroughs;2004"
2172;"2172;0_UNK_0;Beastie Boys;We Got the;To the 5 Boroughs;2004"
2173;"2173;0_UNK_0;Beastie Boys;Now Get Busy (Bonus);To the 5 Boroughs;2004"
2174;"2174;0_UNK_0;The Beatnik Termites;Mary Lou;Insubordination Fest '09;2010"
2175;"2175;0_UNK_0;The Beau Brummels;Laugh. Laugh;Nuggets 2: Original Artyfacts From the 1st Psychedelic Era (CD2);1964"
2176;"2176;0_UNK_0;Beau Young Prince;Let Go;Spider-Man: Into the Spider-Verse Soundtrack;2018"
2177;"2177;0_UNK_0;Beau Young Prince;Let Go;Spider-Man: Into the Spider-Verse Soundtrack;2018"
2178;"2178;0_UNK_0;Beavis and Butthead;Lesbian Seagull;Beavis and Butthead do America;1996"
2179;"2179;0_UNK_0;Beborn Beton;Another World;Truth;1997"
2180;"2180;0_UNK_0;Beck;Everybody's Gotta Learn Sometime (cover);Eternal Sunshine of the Spotless Mind OST;2004"
2181;"2181;0_UNK_0;Beck;Beercan;Mellow Gold;1993"
2182;"2182;0_UNK_0;Beck;Loser;Mellow Gold;1994"
2183;"2183;0_UNK_0;Bedlam;Harvest Moon;Reservoir Dogs - Original Motion Picture Soundtrack;1991"
2184;"2184;0_UNK_0;Bedlam;Magic Carpet Ride;Reservoir Dogs - Original Motion Picture Soundtrack;1992"
2185;"2185;0_UNK_0;Beerzone;Running Riot;A Tribute To Cock Sparrer;2001"
2186;"2186;0_UNK_0;Beerzone;Strangle All the Boybands;Strangle All the Boybands;2001"
2187;"2187;0_UNK_0;Beerzone;Duncan Disorderly;Strangle All the Boybands;2001"
2188;"2188;0_UNK_0;Beerzone;Rally to the Call;Strangle All the Boybands;2001"
2189;"2189;0_UNK_0;Beerzone;Drinking Legend;Strangle All the Boybands;2001"
2190;"2190;0_UNK_0;Beerzone;Punk Rock Party;Strangle All the Boybands;2001"
2191;"2191;0_UNK_0;Beerzone;Posh Spice;Strangle All the Boybands;2001"
2192;"2192;0_UNK_0;Beerzone;Life on the Road;Strangle All the Boybands;2001"
2193;"2193;0_UNK_0;Beerzone;Newtown;Strangle All the Boybands;2001"
2194;"2194;0_UNK_0;Beerzone;Billy Wizz;Strangle All the Boybands;2001"
2195;"2195;0_UNK_0;Beerzone;Stag Week;Strangle All the Boybands;2001"
2196;"2196;0_UNK_0;Beerzone;Sell-By Date;Strangle All the Boybands;2001"
2197;"2197;0_UNK_0;Beerzone;Get the Beers In;Strangle All the Boybands;2001"
2198;"2198;0_UNK_0;Beerzone;Society;Strangle All The Boybands;2001"
2199;"2199;0_UNK_0;Beerzone;Beer Zone;They Came They Saw They Conquered;1999"
2200;"2200;0_UNK_0;Beerzone;20th Century;They Came They Saw They Conquered;1999"
2201;"2201;0_UNK_0;Beerzone;Viagra;They Came They Saw They Conquered;1999"
2202;"2202;0_UNK_0;Beerzone;Gold Digger;They Came They Saw They Conquered;1999"
2203;"2203;0_UNK_0;Beerzone;Hayley;They Came They Saw They Conquered;1999"
2204;"2204;0_UNK_0;Beerzone;Scandal;They Came They Saw They Conquered;1999"
2205;"2205;0_UNK_0;Beerzone;One Too Many;They Came They Saw They Conquered;1999"
2206;"2206;0_UNK_0;Beerzone;Ernie;They Came They Saw They Conquered;1999"
2207;"2207;0_UNK_0;Beerzone;Ansaphone;They Came They Saw They Conquered;1999"
2208;"2208;0_UNK_0;Beerzone;Gazza Gazza;They Came They Saw They Conquered;1999"
2209;"2209;0_UNK_0;Beerzone;Johnny Doak;They Came They Saw They Conquered;1999"
2210;"2210;0_UNK_0;Beerzone;Brighton;They Came They Saw They Conquered;1999"
2211;"2211;0_UNK_0;Beerzone;Nellie The Elephant & Ace Of;They Came They Saw They Conquered;1999"
2212;"2212;0_UNK_0;Beerzone;Saturday Night Beaver;They Came They Saw They Conquered;1999"
2213;"2213;0_UNK_0;Beerzone;Psycho;They Came They Saw They Conquered;1999"
2214;"2214;0_UNK_0;Beerzone;France Dance;They Came They Saw They Conquered;1999"
2215;"2215;0_UNK_0;Beerzone;Jerry Springer;They Came They Saw They Conquered;1999"
2216;"2216;0_UNK_0;The Bees;Voices Green And Purple;Nuggets 4: Original Artyfacts From the 1st Psychedelic Era (CD4);1966"
2217;"2217;0_UNK_0;Beethoven;Symphony #1 In C. Op. 21 - 1. Adagio Molto. Allegro Con Brio;Beethoven: Symphonies #1;1997"
2218;"2218;0_UNK_0;Beethoven;Symphony #1 In C. Op. 21 - 2. Andante Cantabile Con Moto;Beethoven: Symphonies #1;1997"
2219;"2219;0_UNK_0;Beethoven;Symphony #1 In C. Op. 21 - 3. Menuetto: Allegro Molto E Vivace;Beethoven: Symphonies #1;1997"
2220;"2220;0_UNK_0;Beethoven;Symphony #1 In C. Op. 21 - 4. Finale: Adagio. Allegro Molto E Vivace;Beethoven: Symphonies #1;1997"
2221;"2221;0_UNK_0;Beethoven;""Symphony #3 In E Flat. Op. 55. """"Eroica"""" - 1. Allegro Con Brio"";Beethoven: Symphonies #3;1997"
2222;"2222;0_UNK_0;Beethoven;""Symphony #3 In E Flat. Op. 55. """"Eroica"""" - 2. Marcia Funebre: Adagio Assai"";Beethoven: Symphonies #3;1997"
2223;"2223;0_UNK_0;Beethoven;""Symphony #3 In E Flat. Op. 55. """"Eroica"""" - 3. Scherzo: Allegro Vivace"";Beethoven: Symphonies #3;1997"
2224;"2224;0_UNK_0;Beethoven;""Symphony #3 In E Flat. Op. 55. """"Eroica"""" - 4. Finale: Allegro Molto"";Beethoven: Symphonies #3;1997"
2225;"2225;0_UNK_0;Beethoven;Symphony No. 4 in B flat major. Op. 60: Adagio - Allegro viviace;Beethoven: Symphonies #4;1994"
2226;"2226;0_UNK_0;Beethoven;Symphony No. 4 in B flat major. Op. 60: Adagio;Beethoven: Symphonies #4;1994"
2227;"2227;0_UNK_0;Beethoven;Symphony No. 4 in B flat major. Op. 60: Allegro viviace;Beethoven: Symphonies #4;1994"
2228;"2228;0_UNK_0;Beethoven;Symphony No. 4 in B flat major. Op. 60: Allegro ma non troppo;Beethoven: Symphonies #4;1994"
2229;"2229;0_UNK_0;Beethoven;Symphony No. 5 in C minor. Op. 67:  Allegro con brio;Beethoven: Symphonies #5;1994"
2230;"2230;0_UNK_0;Beethoven;Symphony No. 5 in C minor. Op. 67: Andante con moto;Beethoven: Symphonies #5;1994"
2231;"2231;0_UNK_0;Beethoven;Symphony No. 5 in C minor. Op. 67: Allegro;Beethoven: Symphonies #5;1994"
2232;"2232;0_UNK_0;Beethoven;Symphony No. 5 in C minor. Op. 67: Allegretto;Beethoven: Symphonies #5;1994"
2233;"2233;0_UNK_0;Beethoven;""Beethoven: Symphony #6 In F. Op. 68. """"Pastoral"""" - 1. Allegro Ma Non Troppo"";Beethoven: Symphonies #6;1994"
2234;"2234;0_UNK_0;Beethoven;""Beethoven: Symphony #6 In F. Op. 68. """"Pastoral"""" - 2. Andante Molto Mosso"";Beethoven: Symphonies #6;1994"
2235;"2235;0_UNK_0;Beethoven;""Beethoven: Symphony #6 In F. Op. 68. """"Pastoral"""" - 3. Allegro"";Beethoven: Symphonies #6;1994"
2236;"2236;0_UNK_0;Beethoven;""Beethoven: Symphony #6 In F. Op. 68. """"Pastoral"""" - 4. Allegro"";Beethoven: Symphonies #6;1994"
2237;"2237;0_UNK_0;Beethoven;""Beethoven: Symphony #6 In F. Op. 68. """"Pastoral"""" - 5. Allegretto"";Beethoven: Symphonies #6;1994"
2238;"2238;0_UNK_0;Beethoven;Symphony No. 7 in A major. Op. 92: Poco sostenuto - Vivace;Beethoven: Symphonies #7;1994"
2239;"2239;0_UNK_0;Beethoven;Symphony No. 7 in A major. Op. 92: Allegretto;Beethoven: Symphonies #7;1994"
2240;"2240;0_UNK_0;Beethoven;Symphony No. 7 in A major. Op. 92: Presto;Beethoven: Symphonies #7;1994"
2241;"2241;0_UNK_0;Beethoven;Symphony No. 7 in A major. Op. 92: Allegro con brio;Beethoven: Symphonies #7;1994"
2242;"2242;0_UNK_0;Beethoven;Beethoven: Symphony #7 In A. Op. 92 - 1. Adagio Molto - Allegro Con Brio;Beethoven: Symphonies #7;1994"
2243;"2243;0_UNK_0;Beethoven;Beethoven: Symphony #7 In A. Op. 92 - 2. Allegretto;Beethoven: Symphonies #7;1994"
2244;"2244;0_UNK_0;Beethoven;Beethoven: Symphony #7 In A. Op. 92 - 3. Scherzo;Beethoven: Symphonies #7;1994"
2245;"2245;0_UNK_0;Beethoven;Beethoven: Symphony #7 In A. Op. 92 - 4. Allegro Molto;Beethoven: Symphonies #7;1994"
2246;"2246;0_UNK_0;Beethoven;Symphony No. 8 in F major. Op. 93: Allegro viviace e con brio;Beethoven: Symphonies #8;1994"
2247;"2247;0_UNK_0;Beethoven;Symphony No. 8 in F major. Op. 93: Allegretto scherzando;Beethoven: Symphonies #8;1994"
2248;"2248;0_UNK_0;Beethoven;Symphony No. 8 in F major. Op. 93: Tempo di menuetto;Beethoven: Symphonies #8;1994"
2249;"2249;0_UNK_0;Beethoven;Symphony No. 8 in F major. Op. 93: Allegro vivace;Beethoven: Symphonies #8;1994"
2250;"2250;0_UNK_0;Beethoven;""Symphony No. 9 in D Minor. Op 125 """"Choral"""":  Allegro ma non troppo. un poco maestoso"";Beethoven: Symphonies #9;1994"
2251;"2251;0_UNK_0;Beethoven;""Symphony No. 9 in D Minor. Op 125 """"Choral"""": Molto vivace"";Beethoven: Symphonies #9;1994"
2252;"2252;0_UNK_0;Beethoven;""Symphony No. 9 in D Minor. Op 125 """"Choral"""": Adagio molto e cantabile"";Beethoven: Symphonies #9;1994"
2253;"2253;0_UNK_0;Beethoven;""Symphony No. 9 in D Minor. Op 125 """"Choral"""":  Presto - Allegro assai (Choral Finale)"";Beethoven: Symphonies #9;1994"
2254;"2254;0_UNK_0;Behind Enemy Lines;The Global Cannibal;The Global Cannibal;2003"
2255;"2255;0_UNK_0;Behind Enemy Lines;What Did We Expect;The Global Cannibal;2003"
2256;"2256;0_UNK_0;Behind Enemy Lines;Advancing The Cause;The Global Cannibal;2003"
2257;"2257;0_UNK_0;Behind Enemy Lines;As Long As I'm Safe;The Global Cannibal;2003"
2258;"2258;0_UNK_0;Behind Enemy Lines;Hooked On Christ;The Global Cannibal;2003"
2259;"2259;0_UNK_0;Behind Enemy Lines;Cycle Of Violence;The Global Cannibal;2003"
2260;"2260;0_UNK_0;Behind Enemy Lines;Her Body. Her Decision?;The Global Cannibal;2003"
2261;"2261;0_UNK_0;Behind Enemy Lines;The Army Of God;The Global Cannibal;2003"
2262;"2262;0_UNK_0;Behind Enemy Lines;The Politics Of Hunger;The Global Cannibal;2003"
2263;"2263;0_UNK_0;Behind Enemy Lines;Non-Lethal Weapons;The Global Cannibal;2003"
2264;"2264;0_UNK_0;Behind Enemy Lines;Light It Up;The Global Cannibal;2003"
2265;"2265;0_UNK_0;Behind Enemy Lines;Self-Inflicted Extinction;The Global Cannibal;2003"
2266;"2266;0_UNK_0;Behind Enemy Lines;Behind Enemy Lines;Know Your Enemy;2002"
2267;"2267;0_UNK_0;Behind Enemy Lines;Setting Things Right Again;Know Your Enemy;2002"
2268;"2268;0_UNK_0;Behind Enemy Lines;American Made Death Squad;Know Your Enemy;2002"
2269;"2269;0_UNK_0;Behind Enemy Lines;Why Does She Stay;Know Your Enemy;2002"
2270;"2270;0_UNK_0;Behind Enemy Lines;The Cure Yes;Know Your Enemy;2002"
2271;"2271;0_UNK_0;Behind Enemy Lines;Out Of Sight Out Of Mind;Know Your Enemy;2002"
2272;"2272;0_UNK_0;Behind Enemy Lines;Devestated;Know Your Enemy;2002"
2273;"2273;0_UNK_0;Behind Enemy Lines;Murder At The G-8 Summit;Know Your Enemy;2002"
2274;"2274;0_UNK_0;Behind Enemy Lines;Voice Of Dissent;Know Your Enemy;2002"
2275;"2275;0_UNK_0;Behind Enemy Lines;Dogmatic Slumber;Know Your Enemy;2002"
2276;"2276;0_UNK_0;Behind Enemy Lines;Fucking Bastards;Know Your Enemy;2002"
2277;"2277;0_UNK_0;Behind Enemy Lines;The Growing Wealth Gap;Know Your Enemy;2002"
2278;"2278;0_UNK_0;Behind Enemy Lines;Closure;Know Your Enemy;2002"
2279;"2279;0_UNK_0;Behind Enemy Lines;George's Vision;One Nation Under the Iron Fist of God;2004"
2280;"2280;0_UNK_0;Behind Enemy Lines;Faceless;One Nation Under the Iron Fist of God;2004"
2281;"2281;0_UNK_0;Behind Enemy Lines;Retribution;One Nation Under the Iron Fist of God;2004"
2282;"2282;0_UNK_0;Behind Enemy Lines;Gluttons of Privilege;One Nation Under the Iron Fist of God;2004"
2283;"2283;0_UNK_0;Behind Enemy Lines;Turning a Blind Eye;One Nation Under the Iron Fist of God;2004"
2284;"2284;0_UNK_0;Behind Enemy Lines;Flooded;One Nation Under the Iron Fist of God;2004"
2285;"2285;0_UNK_0;Behind Enemy Lines;Shoot the Looters;One Nation Under the Iron Fist of God;2004"
2286;"2286;0_UNK_0;Behind Enemy Lines;Gutter Religion;One Nation Under the Iron Fist of God;2004"
2287;"2287;0_UNK_0;Behind Enemy Lines;Environmental Eclipse;One Nation Under the Iron Fist of God;2004"
2288;"2288;0_UNK_0;Behind Enemy Lines;Feeding Frenzy;One Nation Under the Iron Fist of God;2004"
2289;"2289;0_UNK_0;Behind Enemy Lines;Third World Blood;One Nation Under the Iron Fist of God;2004"
2290;"2290;0_UNK_0;Behind Enemy Lines;Fascism Takes Root;One Nation Under the Iron Fist of God;2004"
2291;"2291;0_UNK_0;Behind Enemy Lines;American Rape Rooms;One Nation Under the Iron Fist of God;2004"
2292;"2292;0_UNK_0;Behind Enemy Lines;Molesting the Dead;One Nation Under the Iron Fist of God;2004"
2293;"2293;0_UNK_0;The Belle Stars;Iko Iko;100 Hits Of The 80's Disc 3;2007"
2294;"2294;0_UNK_0;The Belle Stars;Another Latin Love Song;The Very Best of the Belle Stars;1993"
2295;"2295;0_UNK_0;Belly;Someone to Die For;Star;1993"
2296;"2296;0_UNK_0;Belly;Angel;Star;1993"
2297;"2297;0_UNK_0;Belly;Dusted;Star;1993"
2298;"2298;0_UNK_0;Belly;Every Word;Star;1993"
2299;"2299;0_UNK_0;Belly;Gepetto;Star;1993"
2300;"2300;0_UNK_0;Belly;Witch;Star;1993"
2301;"2301;0_UNK_0;Belly;Slow Dog;Star;1993"
2302;"2302;0_UNK_0;Belly;Low Red Moon;Star;1993"
2303;"2303;0_UNK_0;Belly;Feed The Tree;Star;1993"
2304;"2304;0_UNK_0;Belly;Full Moon. Empty Heart;Star;1993"
2305;"2305;0_UNK_0;Belly;White Belly - Belly. Abong. Fred;Star;1993"
2306;"2306;0_UNK_0;Belly;Untogether;Star;1993"
2307;"2307;0_UNK_0;Belly;Star;Star;1993"
2308;"2308;0_UNK_0;Belly;Sad Dress;Star;1993"
2309;"2309;0_UNK_0;Belly;Stay;Star;1993"
2310;"2310;0_UNK_0;Beloved;Death To Traitors;Failure On;2006"
2311;"2311;0_UNK_0;The Beloved;Hello;Happiness;1990"
2312;"2312;0_UNK_0;Ben Harper;Excuse Me Mr.;Music for Our Mother ocean Vol. 2;1995"
2313;"2313;0_UNK_0;Benicio Del Toro;Vere Iz Da Storn;Snatch: Stealin' Stones & Breakin' Bones;2000"
2314;"2314;0_UNK_0;Benzino;Rock The Party;The Transporter;2002"
2315;"2315;0_UNK_0;Berlin;The Metro;All the Way In [CD/DVD][Deluxe Edition];2009"
2316;"2316;0_UNK_0;Better Than Ezra;In the Blood;Deluxe;1995"
2317;"2317;0_UNK_0;Better Than Ezra;Good;Deluxe;1995"
2318;"2318;0_UNK_0;Better Than Ezra;Rosealia;Deluxe;1995"
2319;"2319;0_UNK_0;Big Audio Dynamite;Contact (7″ version);Contact;1989"
2320;"2320;0_UNK_0;Big Audio Dynamite;Rush;The Globe;1991"
2321;"2321;0_UNK_0;Big Audio Dynamite;The Globe;The Globe;1991"
2322;"2322;0_UNK_0;Big Audio Dynamite II;The Globe;The Globe;1991"
2323;"2323;0_UNK_0;Big Audio Dynamite II;Rush;Globe;1991"
2324;"2324;0_UNK_0;Big Audio Dynamite II;Rush [New York City Club Version];So I Married an Axe Murderer;1992"
2325;"2325;0_UNK_0;Big Bad Bollocks;Guinness;Night on the Tiles;2000"
2326;"2326;0_UNK_0;Big Bad Bollocks;Football Song;Night on the Tiles;2000"
2327;"2327;0_UNK_0;Big Bill Broonzy;Horny Frog;He Got Out His Big Ten Inch CD 1;2005"
2328;"2328;0_UNK_0;Big Black;Jordan Minnesota;Atomizer;2000"
2329;"2329;0_UNK_0;Big Black;Passing Complexion;Atomizer;1994"
2330;"2330;0_UNK_0;Big Black;Passing Complexion;Atomizer;2000"
2331;"2331;0_UNK_0;Big Black;Big Money;Atomizer;2000"
2332;"2332;0_UNK_0;Big Black;Kerosene;Atomizer;2000"
2333;"2333;0_UNK_0;Big Black;Bad Houses;Atomizer;1994"
2334;"2334;0_UNK_0;Big Black;Bad Houses;Atomizer;2000"
2335;"2335;0_UNK_0;Big Black;Fists Of Love;Atomizer;2000"
2336;"2336;0_UNK_0;Big Black;Stinking Drunk;Atomizer;2000"
2337;"2337;0_UNK_0;Big Black;Bazooka Joe;Atomizer;2000"
2338;"2338;0_UNK_0;Big Black;Cables (live);Atomizer;1994"
2339;"2339;0_UNK_0;Big Black;Strange Things;Atomizer;2000"
2340;"2340;0_UNK_0;Big Black;Cables;Atomizer;2000"
2341;"2341;0_UNK_0;Big Black;The Model;Death Wish;1993"
2342;"2342;0_UNK_0;Big Black;Fists Of Love;Death Wish;1993"
2343;"2343;0_UNK_0;Big Black;El Dopa;Death Wish;1993"
2344;"2344;0_UNK_0;Big Black;Passing Complexion;Death Wish;1993"
2345;"2345;0_UNK_0;Big Black;Cables;Death Wish;1993"
2346;"2346;0_UNK_0;Big Black;Bad Penny;Death Wish;1993"
2347;"2347;0_UNK_0;Big Black;Pavement Saw;Death Wish;1993"
2348;"2348;0_UNK_0;Big Black;Kerosene;Death Wish;1993"
2349;"2349;0_UNK_0;Big Black;Steelworker;Death Wish;1993"
2350;"2350;0_UNK_0;Big Black;Pigeon Kill;Death Wish;1993"
2351;"2351;0_UNK_0;Big Black;Fish Fry;Death Wish;1993"
2352;"2352;0_UNK_0;Big Black;Jordan. Minnesota;Death Wish;1993"
2353;"2353;0_UNK_0;Big Black;Big Money;Death Wish;1993"
2354;"2354;0_UNK_0;Big Black;I'm A Mess;Death Wish;1993"
2355;"2355;0_UNK_0;Big Black;r.i.p.;Death Wish;1993"
2356;"2356;0_UNK_0;Big Black;pigeon kill;Hammer Party;1992"
2357;"2357;0_UNK_0;Big Black;Fists Of Love;Pigpile;1991"
2358;"2358;0_UNK_0;Big Black;L Dopa;Pigpile;1991"
2359;"2359;0_UNK_0;Big Black;Passing Complexion;Pigpile;1991"
2360;"2360;0_UNK_0;Big Black;Dead Billy;Pigpile;1991"
2361;"2361;0_UNK_0;Big Black;Dead Billy;Pigpile;1992"
2362;"2362;0_UNK_0;Big Black;Cables;Pigpile;1991"
2363;"2363;0_UNK_0;Big Black;Cables;Pigpile;1992"
2364;"2364;0_UNK_0;Big Black;Bad Penny;Pigpile;1991"
2365;"2365;0_UNK_0;Big Black;Pavement Saw;Pigpile;1991"
2366;"2366;0_UNK_0;Big Black;Kerosene;Pigpile;1991"
2367;"2367;0_UNK_0;Big Black;Steelworker;Pigpile;1991"
2368;"2368;0_UNK_0;Big Black;Pigeon Kill;Pigpile;1991"
2369;"2369;0_UNK_0;Big Black;Fish Fry;Pigpile;1991"
2370;"2370;0_UNK_0;Big Black;Jordan. Minnesota;Pigpile;1991"
2371;"2371;0_UNK_0;Big Black;Jordan Minnesota;Rich Man's 8 Track Tape;1992"
2372;"2372;0_UNK_0;Big Black;Big Money;Rich Man's 8 Track Tape;1992"
2373;"2373;0_UNK_0;Big Black;Kerosene;Rich Man's 8 Track Tape;1992"
2374;"2374;0_UNK_0;Big Black;Bad House;Rich Man's 8 Track Tape;1992"
2375;"2375;0_UNK_0;Big Black;Fists Of Love;Rich Man's 8 Track Tape;1992"
2376;"2376;0_UNK_0;Big Black;Stinking Drunk;Rich Man's 8 Track Tape;1992"
2377;"2377;0_UNK_0;Big Black;Bazooka Joe;Rich Man's 8 Track Tape;1992"
2378;"2378;0_UNK_0;Big Black;The Power of Independent Trucking;Songs About Fucking;1992"
